group_id,split,scene,frame,role,policy,raw_candidate_count,total_candidates,bound_count,binding_ratio,object_count,contact_pair_count,num_steps,grasp_sequence,first_selected_object,first_grasp_success,grasp_success,first_grasp_risk,failure_mode,failure_reason,clearance_rate,remaining_object_count,gripper_feasible,gripper_feasible_grasp_count,gripper_collision_risk,selected_pose_generator,selected_pose_candidate_index,selected_object_candidate_indices,policy_ranking_candidate_specs,selected_pose_score,selected_pose_pa_grasp_score,selected_pose_original_score,selected_pose_grasp_tolerance,prediction_path
A,final_test,scene_0009,0182,key_showcase_and_final_test,lowest-blocked,87,87,56,0.643678,11,5,1,"[""dabao_facewash.ply""]",dabao_facewash.ply,True,True,0.074295,risk-threshold,,0.090909,10,True,17,0.0,graspnet-pointcloud,44,"[44, 63, 2, 62, 35, 36, 9, 18, 24, 69, 79, 5, 54, 33, 86, 68, 22]",[],0.109394,0.109394,0.671104,0.00815,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0009/realsense
A,final_test,scene_0009,0182,key_showcase_and_final_test,random,87,87,56,0.643678,11,5,1,"[""dabao_sod.ply""]",dabao_sod.ply,False,False,1.0,risk-threshold,gripper-infeasible,0.0,11,False,0,1.0,,,[],[],,,,,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0009/realsense
A,final_test,scene_0009,0255,key_showcase_and_final_test,adaptive-score-v2-riskaware,219,219,128,0.584475,10,8,1,"[""032_knife.ply""]",032_knife.ply,True,True,0.218667,risk-threshold,,0.1,9,True,11,0.0,graspnet-pointcloud,173,"[173, 176, 88, 60, 96, 203, 150, 210, 113, 167, 34]",[],0.110168,0.110168,0.676301,0.008145,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0009/realsense
A,final_test,scene_0009,0255,key_showcase_and_final_test,adaptive-score-v2-graspnet,219,219,128,0.584475,10,8,1,"[""head_shoulders_supreme.ply""]",head_shoulders_supreme.ply,True,True,0.332478,risk-threshold,,0.1,9,True,20,0.0,graspnet-pointcloud,93,"[93, 191, 214, 20, 59, 160, 175, 102, 55, 132, 116, 193, 7, 139, 125, 2, 61, 215, 201, 128]","[{""object_name"": ""head_shoulders_supreme.ply"", ""candidate_index"": 93, ""candidate_indices"": [93, 191, 214, 20, 59, 160, 175, 102, 55, 132, 116, 193, 7, 139, 125, 2, 61, 215, 201, 128]}, {""object_name"": ""072-d_toy_airplane.ply"", ""candidate_index"": 82, ""candidate_indices"": [82]}, {""object_name"": ""032_knife.ply"", ""candidate_index"": 173, ""candidate_indices"": [173, 176, 88, 60, 96, 203, 150, 210, 113, 167, 34]}, {""object_name"": ""large_elephant.ply"", ""candidate_index"": 87, ""candidate_indices"": [87, 99, 127, 54, 19, 200, 105, 130]}, {""object_name"": ""darlie_box.ply"", ""candidate_index"": 159, ""candidate_indices"": [159, 177, 25, 89]}, {""object_name"": ""dabao_sod.ply"", ""candidate_index"": 70, ""candidate_indices"": [70, 185, 162, 97, 100, 133, 65, 171, 134, 80, 120, 40, 136, 213, 42, 182, 147, 196, 91, 13]}, {""object_name"": ""025_mug.ply"", ""candidate_index"": 51, ""candidate_indices"": [51, 205, 135, 46, 165, 27]}, {""object_name"": ""dabao_facewash.ply"", ""candidate_index"": 149, ""candidate_indices"": [149, 161, 58, 192, 122, 190, 145, 144, 202, 199, 94, 69, 23, 43, 95, 179, 29, 194, 83, 166, 68, 140, 117, 108, 137, 157, 74, 32, 16, 33, 153, 15]}, {""object_name"": ""nzskincare_mouth_rinse.ply"", ""candidate_index"": 63, ""candidate_indices"": [63, 154, 75, 67, 207, 158, 170, 11, 77, 181, 152, 49, 129, 168]}, {""object_name"": ""072-j_toy_airplane.ply"", ""candidate_index"": 148, ""candidate_indices"": [148, 47, 112, 109, 37, 71, 184, 90, 79]}]",0.108669,0.108669,0.66574,0.008162,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0009/realsense
A,final_test,scene_0009,0255,key_showcase_and_final_test,od-only,219,219,128,0.584475,10,8,1,"[""dabao_facewash.ply""]",dabao_facewash.ply,True,True,0.117822,risk-threshold,,0.1,9,True,32,0.030303,graspnet-pointcloud,149,"[149, 161, 58, 192, 122, 190, 145, 94, 144, 199, 202, 69, 23, 43, 29, 95, 179, 194, 83, 166, 68, 140, 117, 108, 137, 157, 74, 32, 16, 33, 153, 15]",[],0.116626,0.116626,0.714922,0.008157,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0009/realsense
A,final_test,scene_0009,0255,key_showcase_and_final_test,highest-first,219,219,128,0.584475,10,8,1,"[""032_knife.ply""]",032_knife.ply,True,True,0.218667,risk-threshold,,0.1,9,True,11,0.0,graspnet-pointcloud,173,"[173, 176, 88, 60, 96, 203, 150, 210, 113, 167, 34]",[],0.110168,0.110168,0.676301,0.008145,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0009/realsense
A,final_test,scene_0009,0255,key_showcase_and_final_test,lowest-blocked,219,219,128,0.584475,10,8,1,"[""dabao_facewash.ply""]",dabao_facewash.ply,True,True,0.117822,risk-threshold,,0.1,9,True,32,0.030303,graspnet-pointcloud,149,"[149, 161, 58, 192, 122, 190, 145, 94, 144, 199, 202, 69, 23, 43, 29, 95, 179, 194, 83, 166, 68, 140, 117, 108, 137, 157, 74, 32, 16, 33, 153, 15]",[],0.116626,0.116626,0.714922,0.008157,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0009/realsense
A,final_test,scene_0009,0255,key_showcase_and_final_test,random,219,219,128,0.584475,10,8,1,"[""large_elephant.ply""]",large_elephant.ply,True,True,0.300064,risk-threshold,,0.1,9,True,8,0.0,graspnet-pointcloud,87,"[87, 99, 127, 54, 19, 200, 105, 130]",[],0.117905,0.117905,0.723795,0.008145,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0009/realsense
A,validation,scene_0011,0036,same_object_validation_control,adaptive-score-v2-riskaware,83,83,46,0.554217,11,12,1,"[""head_shoulders_supreme.ply""]",head_shoulders_supreme.ply,True,True,0.177809,risk-threshold,,0.090909,10,True,7,0.0,graspnet-pointcloud,74,"[74, 41, 62, 4, 56, 79, 25]",[],0.11649,0.11649,0.710433,0.008199,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0036,same_object_validation_control,adaptive-score-v2-graspnet,83,83,46,0.554217,11,12,1,"[""head_shoulders_supreme.ply""]",head_shoulders_supreme.ply,True,True,0.177809,risk-threshold,,0.090909,10,True,7,0.0,graspnet-pointcloud,74,"[74, 41, 62, 4, 56, 79, 25]","[{""object_name"": ""head_shoulders_supreme.ply"", ""candidate_index"": 74, ""candidate_indices"": [74, 41, 62, 4, 56, 79, 25]}, {""object_name"": ""nzskincare_mouth_rinse.ply"", ""candidate_index"": 21, ""candidate_indices"": [21, 42, 82, 65, 71, 17, 73, 37, 33, 26]}, {""object_name"": ""025_mug.ply"", ""candidate_index"": 72, ""candidate_indices"": [72, 39, 15]}, {""object_name"": ""032_knife.ply"", ""candidate_index"": 9, ""candidate_indices"": [9, 69, 53, 5, 80, 2, 3]}, {""object_name"": ""darlie_box.ply"", ""candidate_index"": 68, ""candidate_indices"": [68, 63, 11, 46, 23, 45, 18, 54, 28, 20, 81, 30]}, {""object_name"": ""dabao_sod.ply"", ""candidate_index"": 29, ""candidate_indices"": [29, 24, 76, 27]}]",0.11649,0.11649,0.710433,0.008199,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0036,same_object_validation_control,od-only,83,83,46,0.554217,11,12,1,"[""dabao_sod.ply""]",dabao_sod.ply,True,True,0.152833,risk-threshold,,0.090909,10,True,4,0.2,graspnet-pointcloud,29,"[29, 24, 76, 27]",[],0.117343,0.117343,0.719061,0.008159,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0036,same_object_validation_control,highest-first,83,83,46,0.554217,11,12,1,"[""head_shoulders_supreme.ply""]",head_shoulders_supreme.ply,True,True,0.177809,risk-threshold,,0.090909,10,True,7,0.0,graspnet-pointcloud,74,"[74, 41, 62, 4, 56, 79, 25]",[],0.11649,0.11649,0.710433,0.008199,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0036,same_object_validation_control,lowest-blocked,83,83,46,0.554217,11,12,1,"[""dabao_sod.ply""]",dabao_sod.ply,True,True,0.152833,risk-threshold,,0.090909,10,True,4,0.2,graspnet-pointcloud,29,"[29, 24, 76, 27]",[],0.117343,0.117343,0.719061,0.008159,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0036,same_object_validation_control,random,83,83,46,0.554217,11,12,1,"[""dabao_sod.ply""]",dabao_sod.ply,True,True,0.152833,risk-threshold,,0.090909,10,True,4,0.2,graspnet-pointcloud,29,"[29, 24, 76, 27]",[],0.117343,0.117343,0.719061,0.008159,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0072,same_object_validation_control,adaptive-score-v2-riskaware,121,121,55,0.454545,11,11,1,"[""018_plum.ply""]",018_plum.ply,True,True,0.151073,risk-threshold,,0.090909,10,True,1,0.0,graspnet-pointcloud,14,[14],[],0.1094,0.1094,0.671654,0.008144,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0072,same_object_validation_control,adaptive-score-v2-graspnet,121,121,55,0.454545,11,11,1,"[""head_shoulders_supreme.ply""]",head_shoulders_supreme.ply,True,True,0.113431,risk-threshold,,0.090909,10,True,12,0.0,graspnet-pointcloud,41,"[41, 88, 55, 95, 29, 9, 102, 21, 81, 36, 99, 103]","[{""object_name"": ""head_shoulders_supreme.ply"", ""candidate_index"": 41, ""candidate_indices"": [41, 88, 55, 95, 29, 9, 102, 21, 81, 36, 99, 103]}, {""object_name"": ""darlie_box.ply"", ""candidate_index"": 110, ""candidate_indices"": [110, 60, 42, 4, 10, 23, 104, 50, 58, 117, 64, 98, 115, 113, 89, 44, 19, 49, 32]}, {""object_name"": ""032_knife.ply"", ""candidate_index"": 94, ""candidate_indices"": [94, 6, 30, 43, 78, 118, 8, 87]}, {""object_name"": ""nzskincare_mouth_rinse.ply"", ""candidate_index"": 22, ""candidate_indices"": [22, 24, 46, 40, 66, 106, 56]}, {""object_name"": ""018_plum.ply"", ""candidate_index"": 14, ""candidate_indices"": [14]}, {""object_name"": ""dabao_sod.ply"", ""candidate_index"": 15, ""candidate_indices"": [15]}, {""object_name"": ""large_elephant.ply"", ""candidate_index"": 1, ""candidate_indices"": [1]}, {""object_name"": ""072-d_toy_airplane.ply"", ""candidate_index"": 37, ""candidate_indices"": [37]}, {""object_name"": ""025_mug.ply"", ""candidate_index"": 34, ""candidate_indices"": [34]}, {""object_name"": ""dabao_facewash.ply"", ""candidate_index"": 79, ""candidate_indices"": [79, 59, 68]}]",0.108612,0.108612,0.664405,0.008174,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0072,same_object_validation_control,od-only,121,121,55,0.454545,11,11,1,"[""dabao_sod.ply""]",dabao_sod.ply,True,True,0.142715,risk-threshold,,0.090909,10,True,1,0.0,graspnet-pointcloud,15,[15],[],0.116703,0.116703,0.717153,0.008137,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0072,same_object_validation_control,highest-first,121,121,55,0.454545,11,11,1,"[""018_plum.ply""]",018_plum.ply,True,True,0.151073,risk-threshold,,0.090909,10,True,1,0.0,graspnet-pointcloud,14,[14],[],0.1094,0.1094,0.671654,0.008144,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0072,same_object_validation_control,lowest-blocked,121,121,55,0.454545,11,11,1,"[""dabao_sod.ply""]",dabao_sod.ply,True,True,0.142715,risk-threshold,,0.090909,10,True,1,0.0,graspnet-pointcloud,15,[15],[],0.116703,0.116703,0.717153,0.008137,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0072,same_object_validation_control,random,121,121,55,0.454545,11,11,1,"[""dabao_sod.ply""]",dabao_sod.ply,True,True,0.142715,risk-threshold,,0.090909,10,True,1,0.0,graspnet-pointcloud,15,[15],[],0.116703,0.116703,0.717153,0.008137,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0255,same_object_validation_control,adaptive-score-v2-riskaware,168,168,112,0.666667,10,8,1,"[""nzskincare_mouth_rinse.ply""]",nzskincare_mouth_rinse.ply,True,True,0.109224,risk-threshold,,0.1,9,True,4,0.0,graspnet-pointcloud,27,"[27, 31, 76, 58]",[],0.116011,0.116011,0.712023,0.008147,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0255,same_object_validation_control,adaptive-score-v2-graspnet,168,168,112,0.666667,10,8,1,"[""072-j_toy_airplane.ply""]",072-j_toy_airplane.ply,True,True,0.213038,risk-threshold,,0.1,9,True,3,0.0,graspnet-pointcloud,89,"[89, 129, 93]","[{""object_name"": ""072-j_toy_airplane.ply"", ""candidate_index"": 89, ""candidate_indices"": [89, 129, 93]}, {""object_name"": ""dabao_sod.ply"", ""candidate_index"": 67, ""candidate_indices"": [67, 18, 115, 98, 59, 156, 102, 158, 92, 123, 37, 64, 149]}, {""object_name"": ""nzskincare_mouth_rinse.ply"", ""candidate_index"": 27, ""candidate_indices"": [27, 31, 76, 58]}, {""object_name"": ""dabao_facewash.ply"", ""candidate_index"": 57, ""candidate_indices"": [57, 86, 13, 105]}, {""object_name"": ""018_plum.ply"", ""candidate_index"": 33, ""candidate_indices"": [33, 65, 94, 137, 17, 95, 34, 125, 109, 68, 159, 155, 56]}, {""object_name"": ""large_elephant.ply"", ""candidate_index"": 157, ""candidate_indices"": [157, 28, 88, 150, 38, 51, 110, 100, 131, 3, 119, 164, 79, 130, 132, 167, 61, 43, 45]}, {""object_name"": ""darlie_box.ply"", ""candidate_index"": 69, ""candidate_indices"": [69, 114, 139, 97, 151, 101, 152, 87, 47, 127, 153, 91, 74, 96, 41, 146, 103, 55, 24, 122, 133, 108, 162, 66, 11, 116, 49, 72, 16, 107, 145, 117, 128, 62]}, {""object_name"": ""025_mug.ply"", ""candidate_index"": 112, ""candidate_indices"": [112, 19, 20, 140, 121, 161, 73]}, {""object_name"": ""032_knife.ply"", ""candidate_index"": 85, ""candidate_indices"": [85, 46]}, {""object_name"": ""072-d_toy_airplane.ply"", ""candidate_index"": 134, ""candidate_indices"": [134]}]",0.128914,0.128914,0.721045,0.008939,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0255,same_object_validation_control,od-only,168,168,112,0.666667,10,8,1,"[""darlie_box.ply""]",darlie_box.ply,True,True,0.191919,risk-threshold,,0.1,9,True,34,0.105263,graspnet-pointcloud,69,"[69, 114, 139, 97, 151, 101, 152, 47, 87, 127, 91, 153, 41, 74, 96, 146, 103, 55, 24, 122, 133, 108, 162, 66, 11, 116, 49, 16, 72, 107, 145, 117, 128, 62]",[],0.121862,0.121862,0.722334,0.008435,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0255,same_object_validation_control,highest-first,168,168,112,0.666667,10,8,1,"[""nzskincare_mouth_rinse.ply""]",nzskincare_mouth_rinse.ply,True,True,0.109224,risk-threshold,,0.1,9,True,4,0.0,graspnet-pointcloud,27,"[27, 31, 76, 58]",[],0.116011,0.116011,0.712023,0.008147,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0255,same_object_validation_control,lowest-blocked,168,168,112,0.666667,10,8,1,"[""darlie_box.ply""]",darlie_box.ply,True,True,0.191919,risk-threshold,,0.1,9,True,34,0.105263,graspnet-pointcloud,69,"[69, 114, 139, 97, 151, 101, 152, 47, 87, 127, 91, 153, 41, 74, 96, 146, 103, 55, 24, 122, 133, 108, 162, 66, 11, 116, 49, 16, 72, 107, 145, 117, 128, 62]",[],0.121862,0.121862,0.722334,0.008435,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
A,validation,scene_0011,0255,same_object_validation_control,random,168,168,112,0.666667,10,8,1,"[""dabao_sod.ply""]",dabao_sod.ply,True,True,0.154974,risk-threshold,,0.1,9,True,13,0.0,graspnet-pointcloud,67,"[67, 18, 115, 98, 59, 156, 102, 158, 92, 123, 37, 64, 149]",[],0.115366,0.115366,0.707054,0.008158,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0011/realsense
B,final_test,scene_0015,0000,strong_occlusion_final_test,adaptive-score-v2-riskaware,145,145,74,0.510345,10,3,1,"[""065-b_cups.ply""]",065-b_cups.ply,True,True,0.048511,risk-threshold,,0.1,9,True,6,0.0,graspnet-pointcloud,6,"[6, 57, 82, 46, 75, 25]",[],0.115902,0.115902,0.709618,0.008167,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0015/realsense
B,final_test,scene_0015,0000,strong_occlusion_final_test,adaptive-score-v2-graspnet,145,145,74,0.510345,10,3,1,"[""032_knife.ply""]",032_knife.ply,True,True,0.295744,risk-threshold,,0.1,9,True,1,0.0,graspnet-pointcloud,24,[24],"[{""object_name"": ""032_knife.ply"", ""candidate_index"": 24, ""candidate_indices"": [24]}, {""object_name"": ""065-b_cups.ply"", ""candidate_index"": 6, ""candidate_indices"": [6, 57, 82, 46, 75, 25]}, {""object_name"": ""025_mug.ply"", ""candidate_index"": 87, ""candidate_indices"": [87, 34, 66, 84, 36, 73, 8]}, {""object_name"": ""rhinocero.ply"", ""candidate_index"": 58, ""candidate_indices"": [58, 67, 39, 92, 127, 74, 77, 32, 137, 76, 37]}, {""object_name"": ""035_power_drill.ply"", ""candidate_index"": 69, ""candidate_indices"": [69]}, {""object_name"": ""072-i_toy_airplane.ply"", ""candidate_index"": 81, ""candidate_indices"": [81, 30]}, {""object_name"": ""kispa_cleanser.ply"", ""candidate_index"": 9, ""candidate_indices"": [9, 51, 104, 61, 35, 110, 71, 10, 53, 4, 13, 144, 133, 40, 135, 56, 20, 83, 55, 79, 19]}, {""object_name"": ""head_shoulders_supreme.ply"", ""candidate_index"": 128, ""candidate_indices"": [128, 138, 64, 21, 102, 96, 88, 3, 112, 52, 101, 48, 26, 11, 44]}, {""object_name"": ""015_peach.ply"", ""candidate_index"": 114, ""candidate_indices"": [114, 2, 143, 107, 142, 42]}]",0.10907,0.10907,0.667618,0.008169,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0015/realsense
B,final_test,scene_0015,0000,strong_occlusion_final_test,od-only,145,145,74,0.510345,10,3,1,"[""065-b_cups.ply""]",065-b_cups.ply,True,True,0.048511,risk-threshold,,0.1,9,True,6,0.0,graspnet-pointcloud,6,"[6, 57, 82, 46, 75, 25]",[],0.115902,0.115902,0.709618,0.008167,/home/bobo/99-students/2024_2027_wtt/SO_Grasp/data/graspnet_predictions/senior_improved_pointnetplus_split_v1/scene_0015/realsense
